word,start,end,duration,sentence_idx,word_idx,layer
a,35.381,35.421,0.03999999999999915,4,13,36
machine,35.461,36.001,0.5399999999999991,4,14,36
that,36.141,36.302,0.16100000000000136,4,15,36
was,36.342,36.482,0.14000000000000057,4,16,36
what,36.502,36.622,0.11999999999999744,4,17,36
he,36.642,36.702,0.05999999999999517,4,18,36
called,36.722,36.902,0.17999999999999972,4,19,36
a,36.942,36.962,0.020000000000003126,4,20,36
Turing,37.022,37.322,0.30000000000000426,4,21,36
"machine,",37.362,37.823,0.4609999999999985,4,22,36
that,38.664,38.924,0.259999999999998,4,23,36
it,39.064,39.124,0.060000000000002274,4,24,36
was,39.164,39.244,0.0799999999999983,4,25,36
theoretically,39.364,40.045,0.6810000000000045,4,26,36
impossible,40.225,40.845,0.6199999999999974,4,27,36
to,40.905,40.965,0.060000000000002274,4,28,36
build,41.005,41.226,0.22099999999999653,4,29,36
a,41.286,41.306,0.01999999999999602,4,30,36
machine,41.346,41.686,0.3400000000000034,4,31,36
that,41.746,41.866,0.11999999999999744,4,32,36
was,41.926,42.046,0.11999999999999744,4,33,36
computationally,42.166,42.907,0.7409999999999997,4,34,36
more,42.947,43.107,0.1599999999999966,4,35,36
powerful.,43.167,43.588,0.4209999999999994,4,36,36
And,44.408,44.488,0.0799999999999983,5,0,36
I,44.548,44.588,0.03999999999999915,5,1,36
was,44.628,44.768,0.14000000000000057,5,2,36
"like,",44.848,45.088,0.240000000000002,5,3,36
it,45.949,46.009,0.060000000000002274,5,4,36
just,46.049,46.189,0.14000000000000057,5,5,36
like,46.229,46.389,0.1600000000000037,5,6,36
melted,46.489,46.809,0.3200000000000003,5,7,36
my,46.849,47.01,0.16100000000000136,5,8,36
mind,47.05,47.29,0.240000000000002,5,9,36
when,47.33,47.45,0.12000000000000455,5,10,36
I,47.49,47.55,0.05999999999999517,5,11,36
heard,47.61,47.79,0.17999999999999972,5,12,36
it,47.85,47.91,0.05999999999999517,5,13,36
because,47.99,48.31,0.3200000000000003,5,14,36
I,48.35,48.37,0.01999999999999602,5,15,36
couldn't,48.731,48.971,0.23999999999999488,5,16,36
even,49.131,49.371,0.240000000000002,5,17,36
imagine,49.951,50.532,0.580999999999996,5,18,36
like,50.952,51.152,0.20000000000000284,5,19,36
what,51.332,51.432,0.10000000000000142,5,20,36
he,51.472,51.512,0.03999999999999915,5,21,36
was,51.552,51.652,0.10000000000000142,5,22,36
talking,51.672,51.932,0.2600000000000051,5,23,36
about,51.952,52.113,0.16100000000000136,5,24,36
because,52.173,52.353,0.17999999999999972,5,25,36
it,52.373,52.413,0.03999999999999915,5,26,36
was,52.433,52.513,0.0799999999999983,5,27,36
1984.,52.593,52.833,0.23999999999999488,5,28,36
And,52.853,52.973,0.11999999999999744,6,0,36
you,52.993,53.333,0.3399999999999963,6,1,36
have,53.353,53.934,0.580999999999996,6,2,36
to,53.974,54.034,0.060000000000002274,6,3,36
remember,54.074,54.414,0.3400000000000034,6,4,36
in,54.514,54.754,0.23999999999999488,6,5,36
"1984,",54.794,55.294,0.5,6,6,36
computers,55.915,56.375,0.46000000000000085,6,7,36
weren't,56.415,56.615,0.20000000000000284,6,8,36
even,56.655,56.815,0.1599999999999966,6,9,36
really,56.855,57.095,0.240000000000002,6,10,36
a,57.156,57.176,0.020000000000003126,6,11,36
thing.,57.236,57.516,0.28000000000000114,6,12,36
And,58.336,58.456,0.12000000000000455,7,0,36
so,58.536,58.696,0.1599999999999966,7,1,36
the,58.756,58.857,0.10099999999999909,7,2,36
idea,58.937,59.257,0.3200000000000003,7,3,36
of,59.397,59.477,0.0799999999999983,7,4,36
like,59.557,59.757,0.19999999999999574,7,5,36
a,59.877,59.917,0.03999999999999915,7,6,36
machine,59.977,60.377,0.4000000000000057,7,7,36
that,60.417,60.578,0.16100000000000136,7,8,36
could,60.638,60.798,0.1600000000000037,7,9,36
do,60.838,60.978,0.14000000000000057,7,10,36
anything,61.078,61.538,0.45999999999999375,7,11,36
was,62.279,62.479,0.19999999999999574,7,12,36
just,62.579,62.779,0.20000000000000284,7,13,36
like,62.819,62.959,0.14000000000000057,7,14,36
so,62.999,63.159,0.1599999999999966,7,15,36
far,63.199,63.399,0.20000000000000284,7,16,36
fetched,63.459,63.719,0.259999999999998,7,17,36
because,63.779,64.02,0.24099999999999255,7,18,36
all,64.04,64.32,0.2799999999999869,7,19,36
of,64.36,64.4,0.04000000000000625,7,20,36
our,64.5,64.62,0.12000000000000455,7,21,36
machines,64.66,65.0,0.3400000000000034,7,22,36
were,65.04,65.16,0.11999999999999034,7,23,36
like,65.22,65.36,0.14000000000000057,7,24,36
these,65.4,65.52,0.11999999999999034,7,25,36
special,65.58,65.941,0.3610000000000042,7,26,36
purpose,66.001,66.341,0.3399999999999892,7,27,36
machines.,66.381,66.781,0.4000000000000057,7,28,36
Like,67.181,67.301,0.12000000000000455,8,0,36
we,67.321,67.422,0.10099999999999909,8,1,36
had,67.442,67.562,0.12000000000000455,8,2,36
a,67.582,67.622,0.04000000000000625,8,3,36
special,67.662,68.062,0.3999999999999915,8,4,36
purpose,68.122,68.482,0.35999999999999943,8,5,36
machine,68.542,68.942,0.3999999999999915,8,6,36
for,69.303,69.443,0.14000000000000057,8,7,36
doing,69.483,69.723,0.23999999999999488,8,8,36
math.,69.783,70.123,0.3400000000000034,8,9,36
And,70.844,70.924,0.0800000000000125,9,0,36
your,71.064,71.204,0.14000000000000057,9,1,36
parents,71.224,71.484,0.2599999999999909,9,2,36
will,71.504,71.664,0.1599999999999966,9,3,36
remember,71.704,72.024,0.3200000000000074,9,4,36
it,72.044,72.084,0.04000000000000625,9,5,36
was,72.104,72.204,0.09999999999999432,9,6,36
called,72.224,72.404,0.1799999999999926,9,7,36
a,72.424,72.465,0.04099999999999682,9,8,36
calculator.,72.505,73.025,0.5200000000000102,9,9,36
And,74.892,74.972,0.0799999999999983,10,0,36
then,74.992,75.132,0.14000000000000057,10,1,36
we,75.372,75.492,0.12000000000000455,10,2,36
had,75.532,75.632,0.10000000000000853,10,3,36
one,75.733,75.853,0.11999999999999034,10,4,36
for,75.893,76.013,0.12000000000000455,10,5,36
word,76.033,76.233,0.20000000000000284,10,6,36
processing,76.273,76.893,0.6200000000000045,10,7,36
called,76.913,77.093,0.18000000000000682,10,8,36
a,77.133,77.153,0.020000000000010232,10,9,36
typewriter.,77.193,77.834,0.6410000000000053,10,10,36
And,78.014,78.094,0.0799999999999983,11,0,36
we,78.134,78.194,0.060000000000002274,11,1,36
even,78.234,78.394,0.1600000000000108,11,2,36
had,78.434,78.534,0.10000000000000853,11,3,36
one,78.614,78.714,0.09999999999999432,11,4,36
for,78.754,78.874,0.11999999999999034,11,5,36
video,78.934,79.375,0.4410000000000025,11,6,36
called,79.475,79.675,0.20000000000000284,11,7,36
a,79.715,79.735,0.01999999999999602,11,8,36
television,79.775,80.275,0.5,11,9,36
set.,80.295,80.535,0.23999999999999488,11,10,36
And,82.717,82.797,0.0799999999999983,12,0,36
so,82.857,83.017,0.1599999999999966,12,1,36
the,83.077,83.177,0.10000000000000853,12,2,36
idea,83.237,83.557,0.3200000000000074,12,3,36
of,83.577,83.637,0.060000000000002274,12,4,36
"like,",83.717,83.877,0.1599999999999966,12,5,36
"OK,",84.378,84.618,0.23999999999999488,12,6,36
now,84.658,84.798,0.14000000000000057,12,7,36
you're,84.818,84.938,0.12000000000000455,12,8,36
going,84.958,85.058,0.10000000000000853,12,9,36
to,85.078,85.178,0.09999999999999432,12,10,36
have,85.198,85.278,0.0800000000000125,12,11,36
a,85.298,85.318,0.01999999999999602,12,12,36
machine,85.338,85.718,0.38000000000000966,12,13,36
that,85.918,86.059,0.14099999999999113,12,14,36
can,86.099,86.219,0.11999999999999034,12,15,36
do,86.239,86.359,0.11999999999999034,12,16,36
absolutely,86.479,86.999,0.519999999999996,12,17,36
anything.,87.079,87.579,0.5,12,18,36
And,88.22,88.34,0.12000000000000455,13,0,36
this,88.62,88.8,0.1799999999999926,13,1,36
guy,88.88,89.24,0.35999999999999943,13,2,36
had,89.681,89.821,0.14000000000000057,13,3,36
figured,89.881,90.161,0.28000000000000114,13,4,36
that,90.181,90.341,0.1599999999999966,13,5,36
out,90.421,90.581,0.1599999999999966,13,6,36
40,90.681,90.941,0.2600000000000051,13,7,36
years,90.981,91.222,0.24099999999999966,13,8,36
ago.,91.302,91.522,0.21999999999999886,13,9,36
And,91.542,91.642,0.09999999999999432,14,0,36
I,91.662,91.702,0.03999999999999204,14,1,36
didn't,91.722,91.882,0.1600000000000108,14,2,36
even,91.922,92.082,0.1599999999999966,14,3,36
know,92.142,92.322,0.18000000000000682,14,4,36
about,92.382,92.662,0.28000000000000114,14,5,36
it.,92.722,92.783,0.06100000000000705,14,6,36
Like,93.023,93.183,0.1600000000000108,15,0,36
I,93.263,93.343,0.0799999999999983,15,1,36
had,93.383,93.503,0.12000000000000455,15,2,36
no,93.543,93.683,0.14000000000000057,15,3,36
idea.,93.783,94.103,0.3199999999999932,15,4,36
It,94.123,94.163,0.03999999999999204,16,0,36
was,94.203,94.323,0.11999999999999034,16,1,36
like,94.343,94.484,0.14099999999999113,16,2,36
the,94.524,94.664,0.14000000000000057,16,3,36
secret,94.724,95.044,0.3199999999999932,16,4,36
to,95.064,95.124,0.060000000000002274,16,5,36
the,95.164,95.244,0.0799999999999983,16,6,36
"universe,",95.284,95.664,0.37999999999999545,16,7,36
which,95.704,95.844,0.14000000000000057,16,8,36
they,95.864,95.964,0.09999999999999432,16,9,36
were,95.984,96.104,0.12000000000000455,16,10,36
just,96.124,96.245,0.12100000000000932,16,11,36
"saying,",96.265,96.465,0.20000000000000284,16,12,36
"oh,",96.545,96.665,0.12000000000000455,16,13,36
"here,",96.685,96.905,0.21999999999999886,16,14,36
"oh,",97.005,97.085,0.0799999999999983,16,15,36
by,97.125,97.305,0.18000000000000682,16,16,36
the,97.345,97.425,0.0799999999999983,16,17,36
"way,",97.445,97.665,0.22000000000001307,16,18,36
there's,98.146,98.366,0.21999999999999886,16,19,36
a,98.406,98.426,0.01999999999999602,16,20,36
machine,98.466,98.886,0.4200000000000017,16,21,36
that's,98.946,99.546,0.6000000000000085,16,22,36
limitless.,99.667,100.227,0.5600000000000023,16,23,36
And,100.467,100.567,0.09999999999999432,17,0,36
you,100.607,100.727,0.12000000000000455,17,1,36
can,100.767,100.907,0.14000000000000057,17,2,36
do,100.927,101.047,0.11999999999999034,17,3,36
anything,101.127,101.448,0.32099999999999795,17,4,36
on,101.548,101.628,0.0799999999999983,17,5,36
it.,101.688,101.768,0.0799999999999983,17,6,36
And,101.788,101.848,0.060000000000002274,18,0,36
I,101.908,101.968,0.060000000000002274,18,1,36
was,101.988,102.108,0.12000000000000455,18,2,36
just,102.148,102.328,0.18000000000000682,18,3,36
"like,",102.388,102.568,0.1799999999999926,18,4,36
no,102.788,103.009,0.22100000000000364,18,5,36
way.,103.329,103.589,0.2600000000000051,18,6,36
Translate,104.885,105.505,0.6199999999999903,19,0,36
espagnol,105.705,106.386,0.6809999999999974,19,1,36
no,106.446,106.606,0.1599999999999966,19,2,36
way,106.686,106.906,0.21999999999999886,19,3,36
Jose.,106.946,107.466,0.519999999999996,19,4,36
For,109.967,110.088,0.12099999999999511,20,0,36
the,110.108,110.208,0.09999999999999432,20,1,36
"parents,",110.248,110.568,0.3199999999999932,20,2,36
that's,110.608,110.848,0.23999999999999488,20,3,36
Kanye,111.148,111.528,0.38000000000000966,20,4,36
West,111.568,111.808,0.2400000000000091,20,5,36
reference.,111.848,112.229,0.3810000000000002,20,6,36
But,118.532,118.652,0.12000000000000455,21,0,36
it,118.672,118.712,0.04000000000000625,21,1,36
was,118.732,118.832,0.09999999999999432,21,2,36
kind,118.852,119.012,0.1599999999999966,21,3,36
of,119.052,119.092,0.03999999999999204,21,4,36
at,119.132,119.212,0.0799999999999983,21,5,36
that,119.232,119.372,0.14000000000000057,21,6,36
point,119.412,119.572,0.1599999999999966,21,7,36
in,119.592,119.632,0.04000000000000625,21,8,36
my,119.652,119.772,0.12000000000000455,21,9,36
life,119.812,120.012,0.20000000000000284,21,10,36
where,120.052,120.212,0.1599999999999966,21,11,36
I,120.232,120.252,0.01999999999999602,21,12,36
was,120.312,120.412,0.10000000000000853,21,13,36
"like,",120.452,120.653,0.20100000000000762,21,14,36
for,121.173,121.293,0.12000000000000455,21,15,36
those,121.313,121.493,0.1799999999999926,21,16,36
of,121.533,121.573,0.03999999999999204,21,17,36
you,121.613,121.793,0.18000000000000682,21,18,36
who,121.833,121.913,0.0799999999999983,21,19,36
are,121.953,122.053,0.09999999999999432,21,20,36
Phineas,122.113,122.413,0.29999999999999716,21,21,36
and,122.473,122.553,0.0799999999999983,21,22,36
Ferb,122.593,122.874,0.2809999999999917,21,23,36
"fans,",122.914,123.234,0.3199999999999932,21,24,36
it,123.254,123.314,0.05999999999998806,21,25,36
was,123.334,123.454,0.11999999999999034,21,26,36
like,123.474,123.634,0.1599999999999966,21,27,36
that,123.674,123.834,0.1599999999999966,21,28,36
time,123.874,124.214,0.3400000000000034,21,29,36
when,124.434,124.594,0.1599999999999966,21,30,36
Phineas,124.654,124.955,0.30100000000000193,21,31,36
"goes,",124.995,125.255,0.2599999999999909,21,32,36
I,125.315,125.395,0.0799999999999983,21,33,36
know,125.455,125.595,0.14000000000000057,21,34,36
what,125.615,125.715,0.10000000000000853,21,35,36
I'm,125.755,125.855,0.10000000000000853,21,36,36
gonna,125.875,126.075,0.20000000000000284,21,37,36
do,126.095,126.195,0.09999999999999432,21,38,36
today.,126.235,126.475,0.23999999999999488,21,39,36
I'm,127.416,127.556,0.14000000000000057,22,0,36
gonna,127.576,127.776,0.20000000000000284,22,1,36
major,127.816,128.096,0.28000000000000114,22,2,36
in,128.136,128.196,0.060000000000002274,22,3,36
computer,128.236,128.636,0.4000000000000057,22,4,36
science.,128.656,129.077,0.42099999999999227,22,5,36
And,130.197,130.277,0.07999999999998408,23,0,36
so,130.357,130.497,0.14000000000001478,23,1,36
I,130.537,130.637,0.09999999999999432,23,2,36
ran,130.757,131.078,0.32099999999999795,23,3,36
over,131.138,131.298,0.1599999999999966,23,4,36
to,131.318,131.438,0.11999999999997613,23,5,36
Carmen.,131.478,131.858,0.37999999999999545,23,6,36
And,133.128,133.268,0.14000000000001478,24,0,36
I,133.288,133.308,0.01999999999998181,24,1,36
was,133.628,133.748,0.12000000000000455,24,2,36
just,133.848,134.028,0.1799999999999784,24,3,36
so,134.149,134.329,0.18000000000000682,24,4,36
excited,134.389,134.769,0.37999999999999545,24,5,36
to,134.809,134.889,0.0800000000000125,24,6,36
tell,134.909,135.069,0.1599999999999966,24,7,36
my,135.129,135.229,0.10000000000002274,24,8,36
friends.,135.289,135.529,0.2400000000000091,24,9,36
I,135.569,135.609,0.040000000000020464,25,0,36
was,135.629,135.729,0.10000000000002274,25,1,36
"like,",135.769,135.949,0.18000000000000682,25,2,36
"man,",136.009,136.149,0.14000000000001478,25,3,36
they're,136.169,136.309,0.13999999999998636,25,4,36
going,136.329,136.429,0.09999999999999432,25,5,36
to,136.449,136.489,0.03999999999999204,25,6,36
be,136.509,136.569,0.060000000000002274,25,7,36
just,136.609,136.93,0.32099999999999795,25,8,36
so,136.97,137.13,0.1599999999999966,25,9,36
fired,137.17,137.43,0.2600000000000193,25,10,36
up,137.47,137.55,0.0800000000000125,25,11,36
for,137.57,137.67,0.09999999999999432,25,12,36
me.,137.71,137.79,0.07999999999998408,25,13,36
I,137.81,137.91,0.09999999999999432,26,0,36
figured,137.95,138.19,0.2400000000000091,26,1,36
it,138.23,138.27,0.040000000000020464,26,2,36
out.,138.35,138.45,0.09999999999999432,26,3,36
I'm,138.47,138.55,0.0800000000000125,27,0,36
not,138.57,138.65,0.0800000000000125,27,1,36
going,138.67,138.77,0.10000000000002274,27,2,36
to,138.79,138.83,0.040000000000020464,27,3,36
be,138.85,138.93,0.0800000000000125,27,4,36
stressed,138.97,139.251,0.2810000000000059,27,5,36
anymore.,139.311,139.571,0.2599999999999909,27,6,36
And,139.591,139.651,0.060000000000002274,28,0,36
I'm,139.671,139.771,0.09999999999999432,28,1,36
"like,",139.811,139.991,0.18000000000000682,28,2,36
"guys,",140.291,140.611,0.3199999999999932,28,3,36
I'm,140.691,140.771,0.07999999999998408,28,4,36
going,140.791,140.891,0.09999999999999432,28,5,36
to,140.911,140.951,0.03999999999999204,28,6,36
major,141.071,141.331,0.2599999999999909,28,7,36
in,141.351,141.431,0.0800000000000125,28,8,36
computer,141.451,141.852,0.40100000000001046,28,9,36
science.,141.892,142.252,0.36000000000001364,28,10,36
And,142.712,142.792,0.0800000000000125,29,0,36
one,142.832,142.912,0.0800000000000125,29,1,36
of,142.932,142.992,0.060000000000002274,29,2,36
my,143.032,143.132,0.09999999999999432,29,3,36
friends,143.192,143.432,0.23999999999998067,29,4,36
"said,",143.472,143.712,0.23999999999998067,29,5,36
"wow,",144.032,144.273,0.24099999999998545,29,6,36
that's,144.333,144.573,0.2400000000000091,29,7,36
the,144.613,144.713,0.09999999999999432,29,8,36
stupidest,144.773,145.173,0.4000000000000057,29,9,36
thing,145.193,145.333,0.13999999999998636,29,10,36
I've,145.353,145.493,0.13999999999998636,29,11,36
ever,145.533,145.673,0.14000000000001478,29,12,36
heard.,145.713,145.913,0.20000000000001705,29,13,36
And,148.114,148.194,0.07999999999998408,30,0,36
I'm,148.234,148.334,0.09999999999999432,30,1,36
"like,",148.394,148.554,0.1599999999999966,30,2,36
why?,148.614,148.914,0.29999999999998295,30,3,36
He's,148.954,149.215,0.2609999999999957,31,0,36
"like,",149.235,149.395,0.1599999999999966,31,1,36
you're,149.555,149.815,0.2599999999999909,31,2,36
at,149.935,150.035,0.09999999999999432,31,3,36
Columbia,150.095,150.595,0.5,31,4,36
University.,150.675,151.315,0.6399999999999864,31,5,36
That's,152.416,152.676,0.2599999999999909,32,0,36
like,152.756,152.956,0.19999999999998863,32,1,36
a,152.996,153.036,0.03999999999999204,32,2,36
trade.,153.176,153.756,0.5800000000000125,32,3,36
You,154.077,154.197,0.12000000000000455,33,0,36
can,154.237,154.357,0.12000000000000455,33,1,36
learn,154.397,154.577,0.18000000000000682,33,2,36
that,154.597,154.757,0.1599999999999966,33,3,36
at,154.797,154.857,0.060000000000002274,33,4,36
DeVry.,154.897,155.477,0.5800000000000125,33,5,36
They'll,155.517,155.737,0.21999999999999886,34,0,36
teach,155.757,155.917,0.1599999999999966,34,1,36
you,155.957,156.037,0.0800000000000125,34,2,36
how,156.077,156.157,0.0800000000000125,34,3,36
to,156.177,156.237,0.060000000000002274,34,4,36
build,156.297,156.558,0.2609999999999957,34,5,36
"computers,",156.598,157.198,0.5999999999999943,34,6,36
fix,157.778,158.018,0.2400000000000091,34,7,36
some,158.038,158.198,0.1599999999999966,34,8,36
program.,158.338,158.918,0.5800000000000125,34,9,36
You,161.039,161.139,0.10000000000002274,35,0,36
should,161.159,161.339,0.18000000000000682,35,1,36
major,161.379,161.62,0.24100000000001387,35,2,36
in,161.66,161.76,0.09999999999999432,35,3,36
something,161.8,162.06,0.2599999999999909,35,4,36
real.,162.12,162.38,0.2599999999999909,35,5,36
And,163.829,163.929,0.09999999999999432,36,0,36
I,163.969,164.009,0.03999999999999204,36,1,36
was,164.049,164.189,0.13999999999998636,36,2,36
just,164.269,164.449,0.18000000000000682,36,3,36
thinking,164.509,164.769,0.2600000000000193,36,4,36
to,164.809,164.849,0.03999999999999204,36,5,36
"myself,",164.909,165.229,0.3200000000000216,36,6,36
I,165.289,165.329,0.040000000000020464,36,7,36
was,165.369,165.47,0.10099999999999909,36,8,36
"like,",165.51,165.67,0.1599999999999966,36,9,36
I'm,165.85,165.97,0.12000000000000455,36,10,36
talking,166.01,166.21,0.20000000000001705,36,11,36
about,166.23,166.41,0.18000000000000682,36,12,36
a,166.45,166.47,0.020000000000010232,36,13,36
limitless,166.59,167.07,0.47999999999998977,36,14,36
machine.,167.11,167.43,0.3199999999999932,36,15,36
You're,167.45,167.63,0.18000000000000682,37,0,36
like,167.65,167.75,0.09999999999999432,37,1,36
talking,167.79,167.97,0.18000000000000682,37,2,36
about,167.99,168.13,0.13999999999998636,37,3,36
a,168.15,168.21,0.060000000000002274,37,4,36
washing,168.27,168.61,0.3400000000000034,37,5,36
machine.,168.65,168.991,0.3410000000000082,37,6,36
But,171.551,171.671,0.12000000000000455,38,0,36
I,171.691,171.711,0.020000000000010232,38,1,36
was,172.071,172.172,0.10099999999999909,38,2,36
so,172.212,172.352,0.14000000000001478,38,3,36
"frustrated,",172.392,172.832,0.4399999999999977,38,4,36
I,172.872,172.912,0.03999999999999204,38,5,36
couldn't,172.952,173.132,0.18000000000000682,38,6,36
even,173.152,173.312,0.160000000000025,38,7,36
really,173.372,173.572,0.19999999999998863,38,8,36
explain,173.612,173.932,0.3199999999999932,38,9,36
to,173.952,174.012,0.060000000000002274,38,10,36
him,174.052,174.152,0.09999999999999432,38,11,36
why.,174.232,174.512,0.28000000000000114,38,12,36
But,175.793,175.913,0.12000000000000455,39,0,36
it,175.933,175.993,0.060000000000002274,39,1,36
was,176.033,176.153,0.12000000000000455,39,2,36
at,176.213,176.293,0.0800000000000125,39,3,36
that,176.333,176.493,0.1599999999999966,39,4,36
point,176.593,176.873,0.28000000000000114,39,5,36
at,177.033,177.093,0.060000000000002274,39,6,36
my,177.153,177.513,0.36000000000001364,39,7,36
height,177.573,177.753,0.1799999999999784,39,8,36
of,177.793,177.853,0.060000000000002274,39,9,36
frustration,177.873,178.393,0.5200000000000102,39,10,36
that,178.413,178.553,0.13999999999998636,39,11,36
I,178.573,178.613,0.03999999999999204,39,12,36
learned,178.653,178.833,0.18000000000000682,39,13,36
the,178.853,178.914,0.06099999999997863,39,14,36
most,178.954,179.114,0.1599999999999966,39,15,36
valuable,179.174,179.614,0.4399999999999977,39,16,36
lesson,179.654,179.994,0.3400000000000034,39,17,36
that,180.634,180.774,0.14000000000001478,39,18,36
I,180.814,180.874,0.060000000000002274,39,19,36
learned,180.914,181.134,0.21999999999999886,39,20,36
at,181.174,181.254,0.07999999999998408,39,21,36
"Columbia,",181.294,181.674,0.37999999999999545,39,22,36
which,181.694,181.874,0.18000000000000682,39,23,36
is,181.974,182.074,0.10000000000002274,39,24,36
don't,182.555,182.775,0.21999999999999886,39,25,36
listen,182.795,183.035,0.2400000000000091,39,26,36
to,183.055,183.115,0.060000000000002274,39,27,36
your,183.155,183.275,0.12000000000000455,39,28,36
friends.,183.315,183.595,0.28000000000000114,39,29,36
And,193.542,194.042,0.5,40,0,36
the,194.062,195.664,1.6019999999999754,40,1,36
more,195.824,195.964,0.13999999999998636,40,2,36
generalized,196.024,196.604,0.5800000000000125,40,3,36
case,196.884,197.145,0.2610000000000241,40,4,36
of,197.205,197.265,0.05999999999997385,40,5,36
don't,197.305,197.465,0.1599999999999966,40,6,36
listen,197.505,197.725,0.21999999999999886,40,7,36
to,197.765,197.825,0.060000000000002274,40,8,36
your,197.845,197.985,0.14000000000001478,40,9,36
friends,198.025,198.265,0.23999999999998067,40,10,36
is,198.365,198.465,0.09999999999999432,40,11,36
think,198.606,198.786,0.18000000000000682,40,12,36
for,198.806,198.906,0.09999999999999432,40,13,36
yourself.,198.946,199.346,0.4000000000000057,40,14,36
And,200.907,201.007,0.09999999999999432,41,0,36
thinking,201.047,201.347,0.30000000000001137,41,1,36
for,201.367,201.488,0.12100000000000932,41,2,36
yourself,201.508,201.928,0.4199999999999875,41,3,36
sounds,202.328,202.688,0.3599999999999852,41,4,36
both,202.808,203.009,0.2009999999999934,41,5,36
simple,203.049,203.429,0.37999999999999545,41,6,36
and,203.649,203.729,0.0800000000000125,41,7,36
