word,start,end,duration,sentence_idx,word_idx,layer
researcher.,56.847,57.267,0.4200000000000017,13,3,36
I,57.287,57.347,0.060000000000002274,14,0,36
collect,57.387,57.628,0.24099999999999966,14,1,36
stories.,57.688,58.048,0.35999999999999943,14,2,36
That's,58.088,58.248,0.1599999999999966,15,0,36
what,58.268,58.388,0.11999999999999744,15,1,36
I,58.428,58.488,0.060000000000002274,15,2,36
do.,58.528,58.748,0.21999999999999886,15,3,36
And,59.748,59.828,0.0800000000000054,16,0,36
maybe,59.868,60.168,0.29999999999999716,16,1,36
stories,60.228,60.688,0.46000000000000085,16,2,36
are,60.768,60.848,0.0799999999999983,16,3,36
just,60.888,61.048,0.1600000000000037,16,4,36
data,61.089,61.369,0.28000000000000114,16,5,36
with,61.409,61.509,0.10000000000000142,16,6,36
a,61.569,61.589,0.01999999999999602,16,7,36
soul.,61.649,61.949,0.29999999999999716,16,8,36
And,62.209,62.489,0.27999999999999403,17,0,36
maybe,62.729,62.989,0.259999999999998,17,1,36
I'm,63.129,63.289,0.1600000000000037,17,2,36
just,63.329,63.629,0.29999999999999716,17,3,36
a,64.269,64.309,0.03999999999999204,17,4,36
storyteller.,64.329,64.91,0.5810000000000031,17,5,36
So,65.15,65.29,0.14000000000000057,18,0,36
I,65.33,65.37,0.04000000000000625,18,1,36
"said,",65.41,65.55,0.14000000000000057,18,2,36
you,65.57,65.63,0.060000000000002274,18,3,36
know,65.67,65.77,0.09999999999999432,18,4,36
what?,65.81,66.01,0.20000000000000284,18,5,36
Why,66.73,66.87,0.14000000000000057,19,0,36
don't,66.89,67.01,0.12000000000000455,19,1,36
you,67.03,67.13,0.09999999999999432,19,2,36
just,67.15,67.23,0.0799999999999983,19,3,36
say,67.27,67.37,0.10000000000000853,19,4,36
I'm,67.41,67.53,0.12000000000000455,19,5,36
a,67.55,67.59,0.04000000000000625,19,6,36
researcher,67.63,68.051,0.4210000000000065,19,7,36
storyteller?,68.071,68.691,0.6200000000000045,19,8,36
And,69.451,69.531,0.0800000000000125,20,0,36
she,69.571,69.691,0.12000000000000455,20,1,36
"went,",69.731,70.771,1.0400000000000063,20,2,36
there's,71.732,71.972,0.23999999999999488,20,3,36
no,71.992,72.132,0.14000000000000057,20,4,36
such,72.192,72.392,0.20000000000000284,20,5,36
thing.,72.452,72.752,0.29999999999999716,20,6,36
So,74.743,74.843,0.10000000000000853,21,0,36
I'm,74.883,74.983,0.10000000000000853,21,1,36
a,75.003,75.043,0.04000000000000625,21,2,36
researcher,75.083,75.523,0.4399999999999977,21,3,36
storyteller.,75.604,76.184,0.5799999999999983,21,4,36
And,77.064,77.385,0.32100000000001216,22,0,36
I'm,77.425,77.525,0.10000000000000853,22,1,36
going,77.545,77.645,0.09999999999999432,22,2,36
to,77.665,77.705,0.03999999999999204,22,3,36
talk,77.745,77.965,0.21999999999999886,22,4,36
to,77.985,78.065,0.0799999999999983,22,5,36
you,78.085,78.165,0.0800000000000125,22,6,36
today.,78.185,78.505,0.3199999999999932,22,7,36
We're,78.525,78.785,0.2599999999999909,23,0,36
talking,78.865,79.085,0.21999999999999886,23,1,36
about,79.105,79.246,0.14099999999999113,23,2,36
expanding,79.286,79.766,0.480000000000004,23,3,36
perception.,79.926,80.426,0.5,23,4,36
And,80.466,80.546,0.0800000000000125,24,0,36
so,80.586,80.706,0.12000000000000455,24,1,36
I,80.806,80.846,0.04000000000000625,24,2,36
want,80.886,80.987,0.10099999999999909,24,3,36
to,81.007,81.067,0.05999999999998806,24,4,36
talk,81.107,81.287,0.18000000000000682,24,5,36
to,81.327,81.407,0.0799999999999983,24,6,36
you,81.447,81.607,0.1599999999999966,24,7,36
and,81.667,81.747,0.0799999999999983,24,8,36
tell,81.787,81.927,0.14000000000000057,24,9,36
some,81.967,82.087,0.12000000000000455,24,10,36
stories,82.127,82.487,0.35999999999999943,24,11,36
about,82.607,82.928,0.32099999999999795,24,12,36
a,83.348,83.388,0.04000000000000625,24,13,36
piece,83.448,83.688,0.2400000000000091,24,14,36
of,83.728,83.788,0.060000000000002274,24,15,36
my,83.828,84.008,0.1799999999999926,24,16,36
research,84.048,84.549,0.5010000000000048,24,17,36
that,85.249,85.569,0.3200000000000074,24,18,36
fundamentally,85.969,86.53,0.561000000000007,24,19,36
expanded,86.65,87.01,0.35999999999999943,24,20,36
my,87.03,87.13,0.09999999999999432,24,21,36
perception,87.17,87.67,0.5,24,22,36
and,88.471,88.571,0.09999999999999432,24,23,36
really,88.611,88.871,0.2599999999999909,24,24,36
actually,88.931,89.191,0.2600000000000051,24,25,36
changed,89.231,89.511,0.28000000000000114,24,26,36
the,89.551,89.631,0.0799999999999983,24,27,36
way,89.671,89.812,0.14099999999999113,24,28,36
that,89.852,89.952,0.09999999999999432,24,29,36
I,90.032,90.112,0.0799999999999983,24,30,36
live,90.172,90.472,0.29999999999999716,24,31,36
and,90.692,90.772,0.0800000000000125,24,32,36
love,90.812,91.132,0.3200000000000074,24,33,36
and,91.392,91.492,0.10000000000000853,24,34,36
work,91.533,91.773,0.23999999999999488,24,35,36
and,91.853,91.933,0.0800000000000125,24,36,36
parent.,91.973,92.333,0.35999999999999943,24,37,36
And,93.394,93.714,0.3199999999999932,25,0,36
this,93.754,93.854,0.09999999999999432,25,1,36
is,93.914,93.974,0.060000000000002274,25,2,36
where,93.994,94.174,0.18000000000000682,25,3,36
my,94.214,94.314,0.09999999999999432,25,4,36
story,94.354,94.654,0.29999999999999716,25,5,36
starts.,94.694,95.055,0.3610000000000042,25,6,36
When,96.09,96.21,0.11999999999999034,26,0,36
I,96.27,96.31,0.04000000000000625,26,1,36
was,96.35,96.471,0.12100000000000932,26,2,36
a,96.511,96.551,0.04000000000000625,26,3,36
young,96.571,96.751,0.18000000000000682,26,4,36
"researcher,",96.811,97.272,0.4609999999999985,26,5,36
a,97.292,97.312,0.01999999999999602,26,6,36
doctoral,97.352,97.692,0.3399999999999892,26,7,36
"student,",97.712,98.053,0.340999999999994,26,8,36
my,98.814,98.914,0.10000000000000853,26,9,36
first,98.954,99.154,0.20000000000000284,26,10,36
year,99.194,99.334,0.14000000000000057,26,11,36
I,99.374,99.414,0.04000000000000625,26,12,36
had,99.454,99.554,0.10000000000000853,26,13,36
a,99.595,99.615,0.01999999999999602,26,14,36
research,99.655,99.975,0.3199999999999932,26,15,36
professor,100.015,100.516,0.5010000000000048,26,16,36
who,100.936,101.357,0.42099999999999227,26,17,36
said,101.717,101.877,0.1599999999999966,26,18,36
to,101.918,101.978,0.05999999999998806,26,19,36
"us,",102.138,102.258,0.11999999999999034,26,20,36
here's,102.759,103.019,0.2600000000000051,26,21,36
the,103.039,103.139,0.09999999999999432,26,22,36
"thing,",103.159,103.439,0.2799999999999869,26,23,36
if,104.08,104.16,0.0799999999999983,26,24,36
you,104.2,104.321,0.12099999999999511,26,25,36
cannot,104.381,104.761,0.37999999999999545,26,26,36
measure,104.821,105.122,0.30100000000000193,26,27,36
"it,",105.182,105.262,0.0799999999999983,26,28,36
it,105.422,105.482,0.060000000000002274,26,29,36
does,105.542,105.702,0.1599999999999966,26,30,36
not,105.782,105.963,0.18099999999999739,26,31,36
exist.,106.103,106.503,0.4000000000000057,26,32,36
And,108.486,108.566,0.0799999999999983,27,0,36
I,108.666,108.726,0.060000000000002274,27,1,36
thought,108.766,108.927,0.16100000000000136,27,2,36
he,108.967,109.027,0.060000000000002274,27,3,36
was,109.067,109.147,0.0800000000000125,27,4,36
just,109.187,109.347,0.1599999999999966,27,5,36
sweet,109.367,109.587,0.21999999999999886,27,6,36
talking,109.607,109.928,0.32099999999999795,27,7,36
to,109.948,109.988,0.04000000000000625,27,8,36
me.,110.008,110.108,0.10000000000000853,27,9,36
I,110.228,110.268,0.04000000000000625,28,0,36
was,110.308,110.428,0.11999999999999034,28,1,36
"like,",110.469,110.709,0.2400000000000091,28,2,36
Really?,111.449,111.789,0.3400000000000034,28,3,36
And,111.869,111.929,0.060000000000002274,29,0,36
he's,111.949,112.069,0.12000000000000455,29,1,36
"like,",112.109,112.249,0.14000000000000057,29,2,36
absolutely.,112.389,113.049,0.6600000000000108,29,3,36
So,113.81,113.87,0.060000000000002274,30,0,36
you,113.93,113.99,0.05999999999998806,30,1,36
have,114.01,114.13,0.11999999999999034,30,2,36
to,114.15,114.21,0.05999999999998806,30,3,36
understand,114.25,114.67,0.4200000000000017,30,4,36
that,114.71,114.81,0.10000000000000853,30,5,36
I,114.91,114.97,0.060000000000002274,30,6,36
have,115.01,115.37,0.35999999999999943,30,7,36
a,116.23,116.27,0.03999999999999204,30,8,36
bachelor's,116.33,116.67,0.3400000000000034,30,9,36
in,116.71,116.79,0.0800000000000125,30,10,36
social,116.81,117.07,0.2599999999999909,30,11,36
"work,",117.11,117.23,0.12000000000000455,30,12,36
a,117.25,117.31,0.060000000000002274,30,13,36
master's,117.35,117.631,0.2810000000000059,30,14,36
in,117.671,117.751,0.0799999999999983,30,15,36
social,117.771,117.971,0.20000000000000284,30,16,36
"work,",117.991,118.091,0.09999999999999432,30,17,36
and,118.111,118.171,0.060000000000002274,30,18,36
I,118.191,118.211,0.01999999999999602,30,19,36
was,118.231,118.291,0.060000000000002274,30,20,36
getting,118.311,118.491,0.1799999999999926,30,21,36
my,118.511,118.591,0.0799999999999983,30,22,36
PhD,118.631,118.991,0.35999999999999943,30,23,36
in,119.031,119.111,0.0799999999999983,30,24,36
social,119.151,119.431,0.28000000000000114,30,25,36
work.,119.451,119.631,0.18000000000000682,30,26,36
So,119.891,120.011,0.11999999999999034,31,0,36
my,120.031,120.111,0.0799999999999983,31,1,36
entire,120.151,120.431,0.28000000000000114,31,2,36
academic,120.491,120.871,0.37999999999999545,31,3,36
career,120.911,121.271,0.35999999999999943,31,4,36
was,121.632,121.752,0.11999999999999034,31,5,36
surrounded,121.792,122.232,0.4399999999999977,31,6,36
by,122.272,122.412,0.14000000000000057,31,7,36
people,122.492,122.872,0.37999999999999545,31,8,36
who,123.232,123.352,0.12000000000000455,31,9,36
kind,123.412,123.612,0.19999999999998863,31,10,36
of,123.652,123.732,0.0799999999999983,31,11,36
believed,123.772,124.312,0.539999999999992,31,12,36
in,124.532,124.632,0.10000000000000853,31,13,36
the,124.672,124.792,0.12000000000000455,31,14,36
life's,124.912,125.212,0.29999999999999716,31,15,36
"messy,",125.332,125.773,0.4410000000000025,31,16,36
love,126.953,127.173,0.21999999999999886,31,17,36
it.,127.213,127.333,0.12000000000000455,31,18,36
And,128.853,128.933,0.07999999999998408,32,0,36
I'm,128.993,129.093,0.09999999999999432,32,1,36
more,129.133,129.333,0.19999999999998863,32,2,36
of,129.353,129.393,0.03999999999999204,32,3,36
the,129.413,129.493,0.07999999999998408,32,4,36
life's,129.533,129.794,0.2610000000000241,32,5,36
"messy,",129.874,130.254,0.37999999999999545,32,6,36
clean,130.974,131.194,0.21999999999999886,32,7,36
it,131.234,131.294,0.060000000000002274,32,8,36
up.,131.414,131.554,0.14000000000001478,32,9,36
organize,133.157,133.717,0.5600000000000023,33,0,36
it,133.797,133.877,0.0800000000000125,33,1,36
and,133.997,134.057,0.05999999999997385,33,2,36
put,134.097,134.217,0.12000000000000455,33,3,36
it,134.237,134.297,0.060000000000002274,33,4,36
into,134.337,134.598,0.2610000000000241,33,5,36
a,134.618,134.638,0.020000000000010232,33,6,36
bento,134.678,134.998,0.3199999999999932,33,7,36
box.,135.038,136.318,1.2800000000000011,33,8,36
And,138.199,138.299,0.09999999999999432,34,0,36
so,138.379,138.639,0.2600000000000193,34,1,36
to,138.779,138.919,0.14000000000001478,34,2,36
think,139.059,139.239,0.18000000000000682,34,3,36
that,139.259,139.339,0.0800000000000125,34,4,36
I,139.359,139.399,0.03999999999999204,34,5,36
had,139.439,139.539,0.09999999999999432,34,6,36
found,139.599,139.859,0.2600000000000193,34,7,36
my,139.899,140.059,0.1599999999999966,34,8,36
"way,",140.119,140.44,0.32099999999999795,34,9,36
to,140.46,140.5,0.03999999999999204,34,10,36
found,141.12,141.34,0.21999999999999886,34,11,36
a,141.38,141.42,0.03999999999999204,34,12,36
career,141.48,141.96,0.4800000000000182,34,13,36
that,142.46,142.62,0.1599999999999966,34,14,36
takes,142.68,143.02,0.3400000000000034,34,15,36
"me,",143.1,143.301,0.2009999999999934,34,16,36
and,143.361,143.521,0.1599999999999966,34,17,36
really,143.541,143.761,0.21999999999999886,34,18,36
one,143.821,143.901,0.0800000000000125,34,19,36
of,143.921,143.961,0.040000000000020464,34,20,36
the,143.981,144.081,0.09999999999999432,34,21,36
big,144.141,144.421,0.28000000000000114,34,22,36
sayings,144.501,145.021,0.5199999999999818,34,23,36
in,146.101,146.181,0.0800000000000125,34,24,36
social,146.222,146.462,0.23999999999998067,34,25,36
work,146.482,146.622,0.14000000000001478,34,26,36
is,146.662,146.762,0.09999999999999432,34,27,36
lean,146.802,147.002,0.20000000000001705,34,28,36
into,147.042,147.182,0.13999999999998636,34,29,36
the,147.202,147.262,0.060000000000002274,34,30,36
discomfort,147.322,147.922,0.5999999999999943,34,31,36
of,148.182,148.262,0.0800000000000125,34,32,36
the,148.302,148.382,0.0800000000000125,34,33,36
work.,148.422,148.642,0.21999999999999886,34,34,36
And,149.603,149.683,0.07999999999998408,35,0,36
I'm,149.743,149.863,0.12000000000000455,35,1,36
"like,",149.903,150.083,0.18000000000000682,35,2,36
you,150.103,150.183,0.07999999999998408,35,3,36
"know,",150.203,150.363,0.1599999999999966,35,4,36
knock,150.483,150.723,0.2400000000000091,35,5,36
discomfort,150.743,151.223,0.4800000000000182,35,6,36
upside,151.263,151.563,0.29999999999998295,35,7,36
the,151.583,151.683,0.09999999999999432,35,8,36
head,151.723,151.983,0.2599999999999909,35,9,36
and,152.224,152.304,0.0800000000000125,35,10,36
move,152.324,152.524,0.19999999999998863,35,11,36
it,152.564,152.624,0.060000000000002274,35,12,36
over,152.724,152.944,0.21999999999999886,35,13,36
and,153.504,153.604,0.10000000000002274,35,14,36
get,153.624,153.784,0.1599999999999966,35,15,36
all,153.864,153.984,0.12000000000000455,35,16,36
A's.,154.084,154.304,0.21999999999999886,35,17,36
That,154.444,154.544,0.10000000000002274,36,0,36
was,154.564,154.624,0.060000000000002274,36,1,36
my,154.664,154.844,0.18000000000000682,36,2,36
mantra.,154.864,155.085,0.22100000000000364,36,3,36
So,157.515,157.635,0.12000000000000455,37,0,36
I,157.675,157.715,0.03999999999999204,37,1,36
was,157.755,157.855,0.09999999999999432,37,2,36
very,157.895,158.095,0.19999999999998863,37,3,36
excited,158.135,158.535,0.4000000000000057,37,4,36
about,158.576,158.796,0.21999999999999886,37,5,36
this.,158.836,159.096,0.2599999999999909,37,6,36
And,159.316,159.416,0.09999999999999432,38,0,36
so,159.476,159.776,0.30000000000001137,38,1,36
I,159.976,160.036,0.060000000000002274,38,2,36
"thought,",160.076,160.316,0.2400000000000091,38,3,36
you,160.336,160.416,0.07999999999998408,38,4,36
know,160.436,160.556,0.12000000000000455,38,5,36
what?,160.596,160.837,0.24099999999998545,38,6,36
This,161.177,161.317,0.14000000000001478,39,0,36
is,161.377,161.437,0.060000000000002274,39,1,36
the,161.457,161.517,0.060000000000002274,39,2,36
career,161.577,161.797,0.21999999999999886,39,3,36
for,161.817,161.937,0.12000000000000455,39,4,36
me.,161.977,162.157,0.18000000000000682,39,5,36
Because,162.477,162.697,0.21999999999999886,40,0,36
I,162.878,162.938,0.060000000000002274,40,1,36
am,163.058,163.158,0.09999999999999432,40,2,36
interested,163.218,163.578,0.36000000000001364,40,3,36
in,163.618,163.678,0.060000000000002274,40,4,36
some,163.698,163.838,0.13999999999998636,40,5,36
messy,163.858,164.138,0.28000000000000114,40,6,36
topics.,164.178,164.678,0.5,40,7,36
But,165.199,165.299,0.09999999999999432,41,0,36
I,165.339,165.399,0.060000000000002274,41,1,36
want,165.459,165.659,0.19999999999998863,41,2,36
to,165.679,165.759,0.07999999999998408,41,3,36
be,165.799,165.879,0.07999999999998408,41,4,36
able,165.939,166.099,0.1599999999999966,41,5,36
to,166.159,166.239,0.0800000000000125,41,6,36
make,166.279,166.439,0.1599999999999966,41,7,36
them,166.479,166.639,0.1599999999999966,41,8,36
not,166.959,167.12,0.16100000000000136,41,9,36
messy.,167.18,167.52,0.3400000000000034,41,10,36
I,168.507,168.587,0.07999999999998408,42,0,36
want,168.627,168.827,0.19999999999998863,42,1,36
to,168.867,168.948,0.08100000000001728,42,2,36
understand,169.048,169.548,0.5,42,3,36
them.,169.588,169.708,0.12000000000000455,42,4,36
I,169.788,169.848,0.060000000000002274,43,0,36
want,169.888,170.049,0.16100000000000136,43,1,36
to,170.089,170.169,0.0800000000000125,43,2,36
hack,170.289,170.569,0.28000000000000114,43,3,36
into,170.709,170.95,0.24099999999998545,43,4,36
these,170.99,171.17,0.1799999999999784,43,5,36
things.,171.21,171.59,0.37999999999999545,43,6,36
I,171.61,171.63,0.01999999999998181,44,0,36
know,171.89,172.071,0.1810000000000116,44,1,36
are,172.131,172.231,0.09999999999999432,44,2,36
important,172.271,172.771,0.5,44,3,36
and,173.472,173.572,0.09999999999999432,44,4,36
lay,173.612,173.772,0.1599999999999966,44,5,36
the,173.812,173.892,0.07999999999998408,44,6,36
code,173.932,174.133,0.20100000000002183,44,7,36
out,174.193,174.293,0.09999999999999432,44,8,36
for,174.333,174.433,0.09999999999999432,44,9,36
everyone,174.493,174.873,0.37999999999999545,44,10,36
to,174.893,174.994,0.10099999999999909,44,11,36
see.,175.034,175.254,0.21999999999999886,44,12,36
So,176.155,176.275,0.12000000000000455,45,0,36
where,176.295,176.475,0.18000000000000682,45,1,36
I,176.535,176.595,0.060000000000002274,45,2,36
started,176.655,177.076,0.42099999999999227,45,3,36
was,177.496,177.636,0.13999999999998636,45,4,36
with,177.676,177.836,0.160000000000025,45,5,36
connection,177.876,178.377,0.5010000000000048,45,6,36
because,178.837,179.478,0.6410000000000196,45,7,36
by,179.638,179.758,0.12000000000000455,45,8,36
the,179.778,179.858,0.0800000000000125,45,9,36
time,179.898,180.079,0.1810000000000116,45,10,36
you're,180.119,180.279,0.1599999999999966,45,11,36
a,180.299,180.319,0.01999999999998181,45,12,36
social,180.339,180.579,0.2400000000000091,45,13,36
worker,180.619,180.879,0.2599999999999909,45,14,36
for,180.899,181.08,0.1810000000000116,45,15,36
10,181.1,181.14,0.03999999999999204,45,16,36
"years,",181.86,182.181,0.32099999999999795,45,17,36
what,182.241,182.401,0.1599999999999966,45,18,36
you,182.441,182.581,0.13999999999998636,45,19,36
realize,182.621,183.162,0.5409999999999968,45,20,36
is,183.982,184.083,0.10099999999999909,45,21,36
