word,start,end,duration,sentence_idx,word_idx,layer,richness,richness_normalized,pre_gap
telling,11.015,11.255,0.2400000000000002,1,30,36,3.2474451065063477,0.20569528506195067,0.02000000000000135
me,11.295,11.395,0.0999999999999996,1,31,36,0.05999163165688515,0.003764702576236039,0.03999999999999915
today.,11.455,11.795,0.3399999999999998,1,32,36,6.64825439453125,0.4211423200923615,0.0600000000000005
Somebody,15.677,15.897,0.2200000000000006,2,0,36,3.5207451790054574,0.22300930808019712,0.0
was,15.917,16.017,0.0999999999999996,2,1,36,4.092730522155762,0.25924554946442224,0.019999999999999574
telling,16.037,16.277,0.240000000000002,2,2,36,4.269087791442871,0.27041808151664865,0.019999999999999574
me,16.297,16.397,0.0999999999999978,2,3,36,0.6170435547828674,0.03905488647983941,0.019999999999999574
"today,",16.417,16.657,0.2399999999999984,2,4,36,4.000424861907959,0.2533978293682262,0.020000000000003126
mud,16.717,16.877,0.1600000000000001,2,5,36,15.785463333129883,1.0,0.05999999999999872
is,16.917,17.017,0.0999999999999978,2,6,36,2.0443968772888184,0.1294801397739786,0.0400000000000027
great,17.057,17.277,0.2200000000000024,2,7,36,5.536755561828613,0.35072698431073557,0.03999999999999915
if,17.337,17.397,0.0599999999999987,2,8,36,4.627708435058594,0.2931373073902576,0.05999999999999872
you,17.437,17.597,0.1600000000000001,2,9,36,0.29642266035079956,0.01874300915186806,0.0400000000000027
like,17.617,17.817,0.1999999999999993,2,10,36,4.4939141273498535,0.28466121112655457,0.019999999999999574
prisons,17.977,18.398,0.4209999999999994,2,11,36,13.83523941040039,0.8764500075682076,0.16000000000000014
and,18.458,18.558,0.1000000000000014,2,12,36,2.3027358055114746,0.1458463489332197,0.05999999999999872
Catholic,18.618,18.998,0.3800000000000025,2,13,36,12.390027046203613,0.7848933536999986,0.05999999999999872
school.,19.038,19.278,0.2399999999999984,2,14,36,3.110603094100952,0.19702611153782765,0.03999999999999915
And,27.054,27.134,0.0800000000000018,3,0,36,3.5207451790054574,0.22300930808019712,0.0
I,27.174,27.214,0.0399999999999991,3,1,36,2.585564613342285,0.16376403349227453,0.03999999999999915
was,27.234,27.334,0.0999999999999978,3,2,36,3.2928318977355957,0.20857061524712692,0.020000000000003126
in,27.374,27.434,0.0600000000000022,3,3,36,3.716594934463501,0.23541672218408308,0.03999999999999915
this,27.454,27.614,0.1600000000000001,3,4,36,4.107971668243408,0.260211101912956,0.019999999999999574
class,27.655,27.955,0.2999999999999971,3,5,36,6.021300792694092,0.38142374631255965,0.04100000000000037
and,27.995,28.055,0.0599999999999987,3,6,36,2.0508036613464355,0.12988602040778954,0.0400000000000027
they,28.075,28.175,0.1000000000000014,3,7,36,3.061127185821533,0.1938917288537495,0.019999999999999574
were,28.195,28.295,0.1000000000000014,3,8,36,1.0935852527618408,0.06924461110199104,0.019999999999999574
talking,28.335,28.515,0.1799999999999997,3,9,36,1.8186618089675903,0.11517944042472426,0.03999999999999915
about,28.535,28.655,0.120000000000001,3,10,36,0.10124866664409637,0.006378405700795223,0.019999999999999574
this,28.695,28.835,0.1400000000000005,3,11,36,2.653855085372925,0.1680903506931939,0.03999999999999915
"guy,",28.896,29.156,0.259999999999998,3,12,36,2.3297791481018066,0.14755959054277273,0.06099999999999994
Alan,29.256,29.496,0.2399999999999984,3,13,36,7.298809051513672,0.4623560607351042,0.10000000000000142
Turing.,29.536,29.896,0.3599999999999994,3,14,36,2.122368097305298,0.1344197487751086,0.0400000000000027
And,30.637,30.697,0.0599999999999987,4,0,36,3.5207451790054574,0.22300930808019712,0.0
they,30.717,30.817,0.1000000000000014,4,1,36,4.10869026184082,0.26025662603584626,0.019999999999999574
were,30.837,30.957,0.120000000000001,4,2,36,2.9059698581695557,0.1840622490521124,0.019999999999999574
talking,30.997,31.298,0.3009999999999984,4,3,36,5.208594799041748,0.3299374435373953,0.03999999999999915
about,31.338,31.538,0.1999999999999993,4,4,36,0.32270804047584534,0.020408232553994612,0.0400000000000027
how,31.578,31.698,0.120000000000001,4,5,36,2.6745505332946777,0.16940144241158822,0.03999999999999915
he,31.758,31.818,0.0600000000000022,4,6,36,3.214646816253662,0.20361745775952295,0.05999999999999872
had,31.838,31.958,0.1199999999999974,4,7,36,2.330362319946289,0.1475965354679849,0.019999999999999574
proven,32.058,32.619,0.5609999999999999,4,8,36,8.342467308044434,0.5284735809813362,0.10000000000000142
that,33.78,34.08,0.2999999999999971,4,9,36,1.8548401594161987,0.11747140027201422,1.1610000000000014
if,34.7,34.78,0.0799999999999983,4,10,36,5.287806034088135,0.33495560959332027,0.6200000000000045
you,34.82,34.981,0.1610000000000013,4,11,36,1.0568991899490356,0.06692048681551901,0.03999999999999915
built,35.001,35.281,0.2800000000000011,4,12,36,5.954276084899902,0.3771776174223318,0.01999999999999602
a,35.381,35.421,0.0399999999999991,4,13,36,1.0625591278076172,0.06727905347621994,0.10000000000000142
machine,35.461,36.001,0.5399999999999991,4,14,36,4.853743076324463,0.30745698519353043,0.03999999999999915
that,36.141,36.302,0.1610000000000013,4,15,36,1.1239702701568604,0.07116955347678276,0.14000000000000057
was,36.342,36.482,0.1400000000000005,4,16,36,1.8295625448226929,0.11587002052514368,0.03999999999999915
what,36.502,36.622,0.1199999999999974,4,17,36,7.7891364097595215,0.49341913031102713,0.020000000000003126
he,36.642,36.702,0.0599999999999951,4,18,36,1.7661899328231812,0.11185525809624047,0.020000000000003126
called,36.722,36.902,0.1799999999999997,4,19,36,1.9797070026397705,0.1253819265225908,0.020000000000003126
a,36.942,36.962,0.0200000000000031,4,20,36,0.8942972421646118,0.056619377704908026,0.03999999999999915
Turing,37.022,37.322,0.3000000000000042,4,21,36,6.731577396392822,0.4264209735482085,0.05999999999999517
"machine,",37.362,37.823,0.4609999999999985,4,22,36,0.35957497358322144,0.022743815280323168,0.03999999999999915
that,38.664,38.924,0.259999999999998,4,23,36,1.8811578750610352,0.11913867218414972,0.8410000000000011
it,39.064,39.124,0.0600000000000022,4,24,36,1.5287657976150513,0.09681403653895673,0.14000000000000057
was,39.164,39.244,0.0799999999999983,4,25,36,1.6653190851211548,0.10546491885112884,0.03999999999999915
theoretically,39.364,40.045,0.6810000000000045,4,26,36,5.28956413269043,0.3350669881209223,0.11999999999999744
impossible,40.225,40.845,0.6199999999999974,4,27,36,3.669299602508545,0.2324204827076871,0.17999999999999972
to,40.905,40.965,0.0600000000000022,4,28,36,0.4665112793445587,0.029518411578478437,0.060000000000002274
build,41.005,41.226,0.2209999999999965,4,29,36,3.5697717666625977,0.22611522554095656,0.03999999999999915
a,41.286,41.306,0.019999999999996,4,30,36,0.8446747064590454,0.05347570592475242,0.060000000000002274
machine,41.346,41.686,0.3400000000000034,4,31,36,1.2890702486038208,0.08162891706568917,0.03999999999999915
that,41.746,41.866,0.1199999999999974,4,32,36,0.3017098307609558,0.019077960362622444,0.060000000000002274
was,41.926,42.046,0.1199999999999974,4,33,36,0.845753014087677,0.053544018541474975,0.060000000000002274
computationally,42.166,42.907,0.7409999999999997,4,34,36,2.8302340507507324,0.17926425722955533,0.11999999999999744
more,42.947,43.107,0.1599999999999966,4,35,36,3.277050018310547,0.207570806424766,0.04000000000000625
powerful.,43.167,43.588,0.4209999999999994,4,36,36,2.115999221801758,0.13401626971247865,0.060000000000002274
And,44.408,44.488,0.0799999999999983,5,0,36,3.5207451790054574,0.22300930808019712,0.0
I,44.548,44.588,0.0399999999999991,5,1,36,2.585564613342285,0.16376403349227453,0.060000000000002274
was,44.628,44.768,0.1400000000000005,5,2,36,3.2928318977355957,0.20857061524712692,0.03999999999999915
"like,",44.848,45.088,0.240000000000002,5,3,36,1.2698111534118652,0.08040882072830087,0.0799999999999983
it,45.949,46.009,0.0600000000000022,5,4,36,5.664923667907715,0.3588466511610466,0.8609999999999971
just,46.049,46.189,0.1400000000000005,5,5,36,4.2285895347595215,0.26785244828427307,0.03999999999999915
like,46.229,46.389,0.1600000000000037,5,6,36,7.08383846282959,0.44873730942381684,0.03999999999999915
melted,46.489,46.809,0.3200000000000003,5,7,36,7.393353462219238,0.4683456094689709,0.09999999999999432
my,46.849,47.01,0.1610000000000013,5,8,36,2.4338300228118896,0.15415138989110597,0.03999999999999915
mind,47.05,47.29,0.240000000000002,5,9,36,3.5073306560516357,0.22215947530453248,0.03999999999999915
when,47.33,47.45,0.1200000000000045,5,10,36,5.226509094238281,0.331072344514743,0.03999999999999915
I,47.49,47.55,0.0599999999999951,5,11,36,0.3808578848838806,0.024092123799912425,0.03999999999999915
heard,47.61,47.79,0.1799999999999997,5,12,36,2.052948474884033,0.1300218979822821,0.060000000000002274
it,47.85,47.91,0.0599999999999951,5,13,36,1.733290433883667,0.1097710190518861,0.060000000000002274
because,47.99,48.31,0.3200000000000003,5,14,36,4.46131706237793,0.2825961317868738,0.0800000000000054
I,48.35,48.37,0.019999999999996,5,15,36,1.2091810703277588,0.07656780215659949,0.03999999999999915
couldn't,48.731,48.971,0.2399999999999948,5,16,36,2.0856168270111084,0.13209149348412083,0.3610000000000042
even,49.131,49.371,0.240000000000002,5,17,36,2.9451870918273926,0.18654672730363556,0.1600000000000037
imagine,49.951,50.532,0.580999999999996,5,18,36,2.2147817611694336,0.14027431108353736,0.5799999999999983
like,50.952,51.152,0.2000000000000028,5,19,36,5.252776622772217,0.33273643698830235,0.4200000000000017
what,51.332,51.432,0.1000000000000014,5,20,36,2.259807586669922,0.14312677347771965,0.17999999999999972
he,51.472,51.512,0.0399999999999991,5,21,36,3.0478742122650146,0.1930521305063377,0.03999999999999915
was,51.552,51.652,0.1000000000000014,5,22,36,0.8016202449798584,0.05074813278409298,0.03999999999999915
talking,51.672,51.932,0.2600000000000051,5,23,36,2.5910019874572754,0.16410850036242533,0.01999999999999602
about,51.952,52.113,0.1610000000000013,5,24,36,0.01235851552337408,0.0007470638993597125,0.01999999999999602
because,52.173,52.353,0.1799999999999997,5,25,36,3.664421319961548,0.23211143523640076,0.060000000000002274
it,52.373,52.413,0.0399999999999991,5,26,36,1.4912505149841309,0.0944373797709279,0.01999999999999602
was,52.433,52.513,0.0799999999999983,5,27,36,1.112627387046814,0.07045096259802892,0.020000000000003126
1984.,52.593,52.833,0.2399999999999948,5,28,36,7.7018513679504395,0.48788947490621204,0.0800000000000054
And,52.853,52.973,0.1199999999999974,6,0,36,3.5207451790054574,0.22300930808019712,0.0
you,52.993,53.333,0.3399999999999963,6,1,36,4.013903617858887,0.25425173141317514,0.020000000000003126
have,53.353,53.934,0.580999999999996,6,2,36,3.0879087448120117,0.19558838602835446,0.020000000000003126
to,53.974,54.034,0.0600000000000022,6,3,36,0.7966234683990479,0.050431578514838364,0.03999999999999915
remember,54.074,54.414,0.3400000000000034,6,4,36,2.8941102027893066,0.18331091977376848,0.03999999999999915
in,54.514,54.754,0.2399999999999948,6,5,36,5.840292453765869,0.3699565611119117,0.10000000000000142
"1984,",54.794,55.294,0.5,6,6,36,4.044749736785889,0.25620588535189176,0.03999999999999915
computers,55.915,56.375,0.4600000000000008,6,7,36,6.657339096069336,0.4217178513394117,0.6210000000000022
weren't,56.415,56.615,0.2000000000000028,6,8,36,1.2355252504348755,0.07823675063729532,0.03999999999999915
even,56.655,56.815,0.1599999999999966,6,9,36,1.8816338777542114,0.11916882776190366,0.03999999999999915
really,56.855,57.095,0.240000000000002,6,10,36,4.12888240814209,0.2615358327431519,0.03999999999999915
a,57.156,57.176,0.0200000000000031,6,11,36,2.2115638256073,0.14007044940913477,0.06099999999999994
thing.,57.236,57.516,0.2800000000000011,6,12,36,0.3761425316333771,0.023793398175832512,0.05999999999999517
And,58.336,58.456,0.1200000000000045,7,0,36,3.5207451790054574,0.22300930808019712,0.0
so,58.536,58.696,0.1599999999999966,7,1,36,4.205244064331055,0.26637347314652743,0.0799999999999983
the,58.756,58.857,0.100999999999999,7,2,36,2.403459072113037,0.15222733866536883,0.060000000000002274
idea,58.937,59.257,0.3200000000000003,7,3,36,5.100571155548096,0.32309396255013706,0.0799999999999983
of,59.397,59.477,0.0799999999999983,7,4,36,1.0605121850967407,0.06714937618455635,0.14000000000000057
like,59.557,59.757,0.1999999999999957,7,5,36,9.088839530944824,0.5757575268994964,0.0800000000000054
a,59.877,59.917,0.0399999999999991,7,6,36,1.8847410678863525,0.11936567352552903,0.12000000000000455
machine,59.977,60.377,0.4000000000000057,7,7,36,7.127566337585449,0.45150754443743696,0.05999999999999517
that,60.417,60.578,0.1610000000000013,7,8,36,0.994601309299469,0.0629738104400194,0.03999999999999915
could,60.638,60.798,0.1600000000000037,7,9,36,2.39192795753479,0.15149682300392692,0.05999999999999517
do,60.838,60.978,0.1400000000000005,7,10,36,2.64595627784729,0.16758994784271172,0.03999999999999915
anything,61.078,61.538,0.4599999999999937,7,11,36,4.210308074951172,0.26669428680617857,0.10000000000000142
was,62.279,62.479,0.1999999999999957,7,12,36,3.153019905090332,0.19971328843871602,0.7410000000000068
just,62.579,62.779,0.2000000000000028,7,13,36,3.0439817905426025,0.19280553898997876,0.10000000000000142
like,62.819,62.959,0.1400000000000005,7,14,36,2.287256956100464,0.14486573757608556,0.03999999999999915
so,62.999,63.159,0.1599999999999966,7,15,36,6.522162437438965,0.41315418080081895,0.03999999999999915
far,63.199,63.399,0.2000000000000028,7,16,36,2.9268908500671387,0.18538762936382266,0.03999999999999915
fetched,63.459,63.719,0.259999999999998,7,17,36,2.948220729827881,0.18673891341500096,0.060000000000002274
because,63.779,64.02,0.2409999999999925,7,18,36,5.211293697357178,0.33010842332210577,0.060000000000002274
all,64.04,64.32,0.2799999999999869,7,19,36,4.767750263214111,0.30200919466796716,0.020000000000010232
of,64.36,64.4,0.0400000000000062,7,20,36,1.5939679145812988,0.10094470120973059,0.04000000000000625
our,64.5,64.62,0.1200000000000045,7,21,36,2.8803412914276123,0.18243863589154102,0.09999999999999432
machines,64.66,65.0,0.3400000000000034,7,22,36,3.131113052368164,0.19832545217207842,0.03999999999999204
were,65.04,65.16,0.1199999999999903,7,23,36,1.8760048151016235,0.11881221709785644,0.04000000000000625
like,65.22,65.36,0.1400000000000005,7,24,36,2.87101149559021,0.18184757750503125,0.060000000000002274
these,65.4,65.52,0.1199999999999903,7,25,36,4.272248268127441,0.2706183030737266,0.04000000000000625
special,65.58,65.941,0.3610000000000042,7,26,36,6.896711826324463,0.4368825196970876,0.060000000000002274
purpose,66.001,66.341,0.3399999999999892,7,27,36,3.7502999305725098,0.23755199083997847,0.060000000000002274
machines.,66.381,66.781,0.4000000000000057,7,28,36,1.4881218671798706,0.09423917462738875,0.04000000000000625
Like,67.181,67.301,0.1200000000000045,8,0,36,3.5207451790054574,0.22300930808019712,0.0
we,67.321,67.422,0.100999999999999,8,1,36,5.681262969970703,0.35988177365272317,0.01999999999999602
had,67.442,67.562,0.1200000000000045,8,2,36,3.7529385089874268,0.23771914925670912,0.01999999999999602
a,67.582,67.622,0.0400000000000062,8,3,36,2.4601051807403564,0.15581596569974582,0.01999999999999602
special,67.662,68.062,0.3999999999999915,8,4,36,6.065820693969727,0.38424415754921937,0.04000000000000625
purpose,68.122,68.482,0.3599999999999994,8,5,36,6.151303291320801,0.38965962504127727,0.060000000000002274
machine,68.542,68.942,0.3999999999999915,8,6,36,7.213949680328369,0.4569800756774309,0.060000000000002274
for,69.303,69.443,0.1400000000000005,8,7,36,2.2167601585388184,0.1403996459115875,0.3610000000000042
doing,69.483,69.723,0.2399999999999948,8,8,36,4.513056755065918,0.2858739290518553,0.04000000000000625
math.,69.783,70.123,0.3400000000000034,8,9,36,4.276704788208008,0.27090063117759655,0.060000000000002274
And,70.844,70.924,0.0800000000000125,9,0,36,3.5207451790054574,0.22300930808019712,0.0
your,71.064,71.204,0.1400000000000005,9,1,36,6.215086936950684,0.3937004271476399,0.13999999999998636
parents,71.224,71.484,0.2599999999999909,9,2,36,4.937030792236328,0.3127334032246303,0.020000000000010232
will,71.504,71.664,0.1599999999999966,9,3,36,2.710568428039551,0.17168323711796737,0.020000000000010232
remember,71.704,72.024,0.3200000000000074,9,4,36,5.66124153137207,0.35861338156784267,0.03999999999999204
it,72.044,72.084,0.0400000000000062,9,5,36,2.2455596923828125,0.14222414521497245,0.01999999999999602
was,72.104,72.204,0.0999999999999943,9,6,36,6.509817123413086,0.41237208422375987,0.01999999999999602
called,72.224,72.404,0.1799999999999926,9,7,36,7.928978443145752,0.5022783602513172,0.020000000000010232
a,72.424,72.465,0.0409999999999968,9,8,36,2.746760845184326,0.17397608811431192,0.020000000000010232
calculator.,72.505,73.025,0.5200000000000102,9,9,36,5.781845569610596,0.3662538518943264,0.03999999999999204
And,74.892,74.972,0.0799999999999983,10,0,36,3.5207451790054574,0.22300930808019712,0.0
then,74.992,75.132,0.1400000000000005,10,1,36,2.7850918769836426,0.17640442397539613,0.020000000000010232
we,75.372,75.492,0.1200000000000045,10,2,36,3.202362537384033,0.2028392278631075,0.23999999999999488
had,75.532,75.632,0.1000000000000085,10,3,36,2.8725063800811768,0.18194228097235765,0.03999999999999204
one,75.733,75.853,0.1199999999999903,10,4,36,4.513852119445801,0.2859243167339926,0.10099999999999909
for,75.893,76.013,0.1200000000000045,10,5,36,5.8919196128845215,0.3732272291844565,0.04000000000000625
word,76.033,76.233,0.2000000000000028,10,6,36,10.276726722717285,0.6510121947572794,0.01999999999999602
processing,76.273,76.893,0.6200000000000045,10,7,36,2.120115280151367,0.1342770289883834,0.03999999999999204
called,76.913,77.093,0.1800000000000068,10,8,36,6.105151176452637,0.38673581030584303,0.01999999999999602
a,77.133,77.153,0.0200000000000102,10,9,36,4.65061616897583,0.2945885511777623,0.03999999999999204
typewriter.,77.193,77.834,0.6410000000000053,10,10,36,1.453283667564392,0.09203211560782472,0.03999999999999204
And,78.014,78.094,0.0799999999999983,11,0,36,3.5207451790054574,0.22300930808019712,0.0
we,78.134,78.194,0.0600000000000022,11,1,36,3.565613269805908,0.2258517777136668,0.04000000000000625
even,78.234,78.394,0.1600000000000108,11,2,36,7.062857151031494,0.44740810774412676,0.03999999999999204
had,78.434,78.534,0.1000000000000085,11,3,36,2.6341824531555176,0.1668440560840229,0.03999999999999204
one,78.614,78.714,0.0999999999999943,11,4,36,3.6482205390930176,0.2310850882972787,0.0799999999999983
for,78.754,78.874,0.1199999999999903,11,5,36,4.813756942749023,0.30492379582843027,0.04000000000000625
video,78.934,79.375,0.4410000000000025,11,6,36,7.823243141174316,0.49557984957975265,0.060000000000002274
called,79.475,79.675,0.2000000000000028,11,7,36,7.391079902648926,0.46820157561499576,0.09999999999999432
a,79.715,79.735,0.019999999999996,11,8,36,5.024992942810059,0.3183059546178356,0.04000000000000625
television,79.775,80.275,0.5,11,9,36,8.70603084564209,0.5515059475701942,0.04000000000000625
set.,80.295,80.535,0.2399999999999948,11,10,36,2.401746988296509,0.15211887525247078,0.01999999999999602
And,82.717,82.797,0.0799999999999983,12,0,36,3.5207451790054574,0.22300930808019712,0.0
so,82.857,83.017,0.1599999999999966,12,1,36,4.205244064331055,0.26637347314652743,0.060000000000002274
the,83.077,83.177,0.1000000000000085,12,2,36,2.403459072113037,0.15222733866536883,0.060000000000002274
idea,83.237,83.557,0.3200000000000074,12,3,36,5.100571155548096,0.32309396255013706,0.05999999999998806
of,83.577,83.637,0.0600000000000022,12,4,36,1.0605121850967407,0.06714937618455635,0.01999999999999602
"like,",83.717,83.877,0.1599999999999966,12,5,36,5.086977958679199,0.3222328104789813,0.0799999999999983
"OK,",84.378,84.618,0.2399999999999948,12,6,36,3.141484498977661,0.19898250090129138,0.5010000000000048
now,84.658,84.798,0.1400000000000005,12,7,36,4.587417125701904,0.2905847846219394,0.04000000000000625
you're,84.818,84.938,0.1200000000000045,12,8,36,1.8079946041107178,0.11450365490903311,0.01999999999999602
going,84.958,85.058,0.1000000000000085,12,9,36,1.6913076639175415,0.10711133938580915,0.01999999999999602
to,85.078,85.178,0.0999999999999943,12,10,36,0.044322747737169266,0.0027720522107405215,0.01999999999999602
have,85.198,85.278,0.0800000000000125,12,11,36,2.2131805419921875,0.14017287113352717,0.01999999999999602
a,85.298,85.318,0.019999999999996,12,12,36,1.8392696380615234,0.116484981341804,0.01999999999999602
machine,85.338,85.718,0.3800000000000096,12,13,36,6.911205291748047,0.43780070530773685,0.01999999999999602
that,85.918,86.059,0.1409999999999911,12,14,36,0.6045511364936829,0.038263470598260345,0.20000000000000284
can,86.099,86.219,0.1199999999999903,12,15,36,1.5605968236923218,0.09883058601571569,0.04000000000000625
do,86.239,86.359,0.1199999999999903,12,16,36,1.8781025409698486,0.1189451115886493,0.020000000000010232
absolutely,86.479,86.999,0.519999999999996,12,17,36,8.192489624023438,0.5189722403866635,0.12000000000000455
anything.,87.079,87.579,0.5,12,18,36,1.6663408279418945,0.10552964799135646,0.0799999999999983
And,88.22,88.34,0.1200000000000045,13,0,36,3.5207451790054574,0.22300930808019712,0.0
this,88.62,88.8,0.1799999999999926,13,1,36,3.9247021675109863,0.2486006682778386,0.28000000000000114
guy,88.88,89.24,0.3599999999999994,13,2,36,5.627782344818115,0.3564936853640706,0.0799999999999983
had,89.681,89.821,0.1400000000000005,13,3,36,3.8887388706207275,0.24632233243812895,0.4410000000000025
figured,89.881,90.161,0.2800000000000011,13,4,36,8.642224311828613,0.5474636954585902,0.060000000000002274
that,90.181,90.341,0.1599999999999966,13,5,36,3.1005589962005615,0.1963898009044104,0.01999999999999602
out,90.421,90.581,0.1599999999999966,13,6,36,0.8014925718307495,0.050740044473606014,0.0800000000000125
40,90.681,90.941,0.2600000000000051,13,7,36,9.153247833251953,0.5798379020655712,0.09999999999999432
years,90.981,91.222,0.2409999999999996,13,8,36,0.26477494835853577,0.016738072933233598,0.03999999999999204
ago.,91.302,91.522,0.2199999999999988,13,9,36,0.5680630803108215,0.03595189036754822,0.0800000000000125
And,91.542,91.642,0.0999999999999943,14,0,36,3.5207451790054574,0.22300930808019712,0.0
I,91.662,91.702,0.039999999999992,14,1,36,2.585564613342285,0.16376403349227453,0.020000000000010232
didn't,91.722,91.882,0.1600000000000108,14,2,36,2.171912431716919,0.13755846637068955,0.01999999999999602
even,91.922,92.082,0.1599999999999966,14,3,36,2.8824286460876465,0.1825708733487089,0.03999999999999204
know,92.142,92.322,0.1800000000000068,14,4,36,1.2657901048660278,0.0801540804845699,0.060000000000002274
about,92.382,92.662,0.2800000000000011,14,5,36,3.242866039276123,0.2054051933883509,0.060000000000002274
it.,92.722,92.783,0.061000000000007,14,6,36,1.5447486639022827,0.09782657821984334,0.05999999999998806
Like,93.023,93.183,0.1600000000000108,15,0,36,3.5207451790054574,0.22300930808019712,0.0
I,93.263,93.343,0.0799999999999983,15,1,36,4.154687881469727,0.26317065323590133,0.0799999999999983
had,93.383,93.503,0.1200000000000045,15,2,36,4.849264621734619,0.30717326750130414,0.03999999999999204
no,93.543,93.683,0.1400000000000005,15,3,36,3.970719337463379,0.2515159340240373,0.04000000000000625
idea.,93.783,94.103,0.3199999999999932,15,4,36,1.9423882961273193,0.1230177231849943,0.09999999999999432
It,94.123,94.163,0.039999999999992,16,0,36,3.5207451790054574,0.22300930808019712,0.0
was,94.203,94.323,0.1199999999999903,16,1,36,2.1391820907592773,0.1354849437713221,0.04000000000000625
like,94.343,94.484,0.1409999999999911,16,2,36,3.9265317916870117,0.2487165780718199,0.020000000000010232
the,94.524,94.664,0.1400000000000005,16,3,36,2.6382031440734863,0.16709877367142195,0.04000000000000625
secret,94.724,95.044,0.3199999999999932,16,4,36,7.747145175933838,0.4907589144450953,0.060000000000002274
to,95.064,95.124,0.0600000000000022,16,5,36,2.8515172004699707,0.18061258085336585,0.01999999999999602
the,95.164,95.244,0.0799999999999983,16,6,36,2.2392876148223877,0.14182679846617577,0.04000000000000625
"universe,",95.284,95.664,0.3799999999999954,16,7,36,3.3259410858154297,0.2106681384540831,0.04000000000000625
which,95.704,95.844,0.1400000000000005,16,8,36,5.097196102142334,0.3228801471939214,0.03999999999999204
they,95.864,95.964,0.0999999999999943,16,9,36,5.0799689292907715,0.321788776582257,0.020000000000010232
were,95.984,96.104,0.1200000000000045,16,10,36,2.6992075443267822,0.1709635058705081,0.01999999999999602
just,96.124,96.245,0.1210000000000093,16,11,36,4.3858232498168945,0.2778134707488999,0.01999999999999602
"saying,",96.265,96.465,0.2000000000000028,16,12,36,4.131348609924316,0.2616920708079085,0.01999999999999602
